Ahmet,Kaya,202005768,1.96,4,51,1,E
Ayşe,Kaya,202005769,2.29,4,49,2,E
Fatma,Çelik,202005770,3.49,2,24,1,E
Zeynep,Yılmaz,202005771,3.48,2,9,4,E
Ahmet,Yılmaz,202005772,2.96,2,72,4,E
Elif,Aydın,202005773,1.35,3,45,3,E
Ahmet,Yıldız,202005774,3.52,2,98,3,E
Mehmet,Şahin,202005775,3.21,1,62,2,E
Emre,Kaya,202005776,2.12,2,52,3,K
Fatma,Aydın,202005777,3.09,3,79,1,E
Mehmet,Aydın,202005778,1.02,3,84,3,E
Fatma,Aydın,202005779,2.22,3,94,1,E
Zeynep,Kaya,202005780,2.65,3,51,4,E
Fatma,Öztürk,202005781,1.6,4,7,2,E
Ayşe,Yıldız,202005782,2.57,2,99,2,K
Emre,Yıldız,202005783,3.37,2,46,2,E
Fatma,Yılmaz,202005784,3.43,4,80,4,E
Elif,Şahin,202005785,2.02,4,63,3,K
Mehmet,Şahin,202005786,2.33,2,3,4,K
Mehmet,Kaya,202005787,1.19,1,61,1,E
Elif,Demir,202005788,3.74,3,28,2,E
Elif,Şahin,202005789,2.02,2,13,3,K
Fatma,Yılmaz,202005790,3.2,2,39,4,E
Ali,Şahin,202005791,3.57,1,50,1,E
Ali,Öztürk,202005792,2.37,4,93,4,K
Zeynep,Yılmaz,202005793,3.7,3,54,3,E
Elif,Demir,202005794,3.57,2,36,4,E
Mehmet,Şahin,202005795,3.54,2,84,2,K
Emre,Yılmaz,202005796,3.87,1,23,1,K
Zeynep,Demir,202005797,1.02,3,53,3,E
Ali,Şahin,202005798,3.16,3,74,4,E
Fatma,Demir,202005799,1.05,1,73,3,K
Zeynep,Şahin,202005800,2.08,3,74,2,K
Fatma,Aydın,202005801,1.35,3,16,1,E
Zeynep,Demir,202005802,3.48,3,26,3,E
Mehmet,Çelik,202005803,1.63,4,17,3,K
Mehmet,Şahin,202005804,3.84,3,58,4,E
Emre,Öztürk,202005805,1.66,3,82,4,K
Mehmet,Kaya,202005806,3.6,3,51,1,E
Mehmet,Öztürk,202005807,2.63,3,57,4,E
Ahmet,Yıldız,202005808,2.7,2,36,3,K
Ahmet,Kaya,202005809,3.12,3,59,3,E
Emre,Öztürk,202005810,3.56,4,36,1,K
Fatma,Aydın,202005811,1.78,3,77,4,K
Fatma,Demir,202005812,2.72,2,18,3,K
Emre,Öztürk,202005813,1.67,1,94,1,E
Ali,Öztürk,202005814,1.04,4,94,4,E
Elif,Aydın,202005815,2.64,4,10,3,K
Ahmet,Yılmaz,202005816,2.58,3,63,4,E
Mehmet,Kaya,202005817,1.93,2,59,2,K
Elif,Öztürk,202005818,2.05,3,83,4,K
Ayşe,Demir,202005819,2.65,3,17,2,E
Emre,Çelik,202005820,1.37,4,80,4,K
Elif,Kaya,202005821,2.11,4,53,1,K
Emre,Demir,202005822,3.4,1,11,2,E
Ali,Demir,202005823,1.07,3,87,3,K
Mehmet,Yıldız,202005824,2.9,2,59,3,E
Zeynep,Öztürk,202005825,2.72,4,39,1,K
Zeynep,Demir,202005826,2.87,2,36,2,E
Ali,Kaya,202005827,2.51,4,31,4,E
Emre,Şahin,202005828,3.73,1,77,2,E
Emre,Aydın,202005829,1.66,4,39,4,K
Mehmet,Çelik,202005830,1.09,4,78,4,K
Mehmet,Yıldız,202005831,3.44,1,91,1,K
Ayşe,Demir,202005832,1.48,1,23,2,E
Elif,Demir,202005833,3.83,1,97,3,E
Mehmet,Şahin,202005834,1.62,3,16,4,K
Emre,Yıldız,202005835,3.21,1,84,1,E
Elif,Öztürk,202005836,1.39,4,91,3,K
Emre,Şahin,202005837,2.24,4,25,1,K
Zeynep,Öztürk,202005838,1.12,4,45,1,E
Emre,Kaya,202005839,1.22,4,1,1,E
Fatma,Aydın,202005840,3.73,2,5,1,K
Mehmet,Aydın,202005841,2.93,3,64,3,K
Elif,Yılmaz,202005842,2.42,4,74,3,E
Ali,Kaya,202005843,3.21,4,37,2,E
Ahmet,Şahin,202005844,3.53,3,43,4,K
Fatma,Yıldız,202005845,1.36,4,89,2,E
Ayşe,Öztürk,202005846,3.27,3,94,4,K
Elif,Şahin,202005847,3.6,2,34,3,K
Fatma,Yılmaz,202005848,1.14,2,37,1,K
Emre,Şahin,202005849,1.43,3,36,3,K
Ali,Şahin,202005850,3.49,1,1,4,E
Ali,Çelik,202005851,1.4,1,85,1,E
Ali,Şahin,202005852,3.96,1,49,2,E
Ali,Şahin,202005853,3.04,3,69,3,E
Mehmet,Kaya,202005854,1.13,2,66,3,K
Zeynep,Aydın,202005855,1.05,4,61,4,E
Elif,Demir,202005856,1.47,2,75,4,K
Ali,Aydın,202005857,2.17,4,94,1,E
Ahmet,Öztürk,202005858,1.88,4,8,2,K
Elif,Demir,202005859,3.52,2,68,4,E
Mehmet,Şahin,202005860,1.71,2,32,4,K
Mehmet,Şahin,202005861,2.3,4,19,4,K
Elif,Yılmaz,202005862,2.78,2,32,1,K
Elif,Çelik,202005863,1.38,4,44,3,E
Fatma,Aydın,202005864,1.18,4,94,3,K
Fatma,Aydın,202005865,1.63,2,19,4,E
Ayşe,Yılmaz,202005866,2.39,2,73,4,K
Ayşe,Yıldız,202005867,2.95,4,13,3,E
Emre,Yıldız,202005868,1.62,1,84,3,E
Emre,Yılmaz,202005869,3.22,2,17,4,E
