Ayşe,Yılmaz,202006688,4.0,3,39,2,E
Ahmet,Öztürk,202006719,4.0,1,61,2,K
Ali,Demir,202007349,4.0,1,71,4,E
Ali,Yıldız,202007911,4.0,2,38,3,K
Emre,Aydın,202008292,4.0,4,33,4,E
Zeynep,Öztürk,202008991,4.0,4,62,2,K
Ali,Yılmaz,202001260,4.0,3,24,1,E
Ali,Demir,202001608,4.0,1,55,4,E
Elif,Çelik,202001737,4.0,3,11,4,E
Ahmet,Kaya,202002052,4.0,1,29,2,K
Mehmet,Öztürk,202002419,4.0,1,72,4,K
Emre,Yılmaz,202002502,4.0,3,74,1,K
Ahmet,Demir,202003185,4.0,4,57,2,E
Ali,Çelik,202003347,4.0,2,9,1,E
Emre,Yılmaz,202004690,4.0,2,3,1,K
Emre,Kaya,202005049,4.0,4,98,1,E
Zeynep,Yıldız,202005836,3.99,4,32,3,K
Fatma,Öztürk,202006392,3.99,2,7,2,E
Mehmet,Aydın,202006612,3.99,1,41,4,E
Ali,Aydın,202006793,3.99,1,38,4,K
Elif,Öztürk,202006935,3.99,2,85,1,E
Elif,Kaya,202007337,3.99,3,54,2,E
Ayşe,Öztürk,202007525,3.99,3,54,4,K
Ayşe,Demir,202007607,3.99,4,88,4,E
Mehmet,Yıldız,202007996,3.99,3,73,3,K
Ali,Aydın,202008327,3.99,4,86,4,E
Fatma,Demir,202009827,3.99,2,32,1,K
Elif,Öztürk,202009836,3.99,4,66,2,E
Elif,Kaya,202009850,3.99,1,73,4,K
Zeynep,Demir,202000217,3.99,2,64,1,E
Emre,Demir,202000436,3.99,1,53,2,E
Elif,Şahin,202000983,3.99,2,73,4,E
Ayşe,Aydın,202001032,3.99,3,47,3,K
Ahmet,Şahin,202001777,3.99,2,39,4,E
Ayşe,Şahin,202001824,3.99,1,41,3,K
Fatma,Kaya,202001925,3.99,4,58,1,E
Ayşe,Şahin,202001930,3.99,1,73,3,E
Ali,Kaya,202002090,3.99,2,1,3,E
Ahmet,Yıldız,202002346,3.99,1,90,1,E
Ali,Yıldız,202002501,3.99,2,88,1,K
Ali,Yılmaz,202003174,3.99,3,95,2,K
Emre,Şahin,202003613,3.99,3,62,3,K
Mehmet,Yılmaz,202003685,3.99,1,77,1,E
Zeynep,Şahin,202003802,3.99,1,15,1,K
Ahmet,Yılmaz,202004297,3.99,2,51,3,E
Ahmet,Demir,202004778,3.99,4,98,3,K
Elif,Şahin,202005290,3.99,2,92,2,K
Elif,Kaya,202005373,3.99,2,70,1,K
Mehmet,Kaya,202005425,3.99,3,46,1,E
Ayşe,Öztürk,202005455,3.99,4,68,3,E
Ahmet,Şahin,202005512,3.99,2,11,2,E
Ayşe,Kaya,202006115,3.98,3,100,4,E
Elif,Yılmaz,202006269,3.98,1,64,2,K
Zeynep,Demir,202006372,3.98,3,32,3,E
Ayşe,Yılmaz,202006963,3.98,2,24,2,E
Elif,Yılmaz,202007382,3.98,1,48,4,K
Ahmet,Aydın,202008378,3.98,3,82,2,E
Zeynep,Şahin,202008504,3.98,3,92,3,E
Ahmet,Yıldız,202008731,3.98,1,84,4,E
Zeynep,Çelik,202008780,3.98,3,3,2,E
Ali,Yıldız,202008839,3.98,2,12,1,K
Mehmet,Demir,202009558,3.98,3,88,3,K
Ayşe,Yılmaz,202009579,3.98,4,3,1,K
Ahmet,Kaya,202000073,3.98,4,60,3,K
Fatma,Aydın,202000128,3.98,3,80,3,K
Fatma,Öztürk,202000351,3.98,3,84,4,E
Ali,Şahin,202000539,3.98,4,70,1,K
Elif,Şahin,202001014,3.98,3,60,4,E
Zeynep,Öztürk,202001403,3.98,4,56,2,K
Zeynep,Yılmaz,202002585,3.98,2,84,4,K
Ali,Demir,202002610,3.98,2,37,1,E
Emre,Kaya,202003001,3.98,3,22,4,K
Mehmet,Öztürk,202003393,3.98,4,23,3,K
Ayşe,Yılmaz,202004304,3.98,2,33,4,K
Emre,Yıldız,202004507,3.98,1,98,4,E
Fatma,Yılmaz,202004611,3.98,4,65,3,K
Zeynep,Kaya,202004721,3.98,3,65,4,E
Mehmet,Çelik,202004882,3.98,3,90,2,E
Ahmet,Öztürk,202004977,3.98,2,60,3,K
Elif,Öztürk,202005244,3.98,4,33,2,K
Ahmet,Demir,202005998,3.97,1,48,4,E
Ayşe,Çelik,202006134,3.97,1,98,1,E
Ayşe,Öztürk,202006359,3.97,2,46,3,K
Emre,Şahin,202006764,3.97,4,58,2,E
Ahmet,Yıldız,202006766,3.97,3,26,3,E
Mehmet,Şahin,202007039,3.97,2,30,4,E
Emre,Kaya,202007391,3.97,1,38,4,E
Ahmet,Şahin,202007491,3.97,1,25,1,K
Fatma,Şahin,202007760,3.97,3,64,1,E
Ali,Yılmaz,202008466,3.97,4,40,1,K
Ahmet,Kaya,202008846,3.97,4,78,4,K
Elif,Yıldız,202008874,3.97,2,52,4,E
Elif,Kaya,202009131,3.97,2,63,2,E
Ali,Demir,202009410,3.97,1,82,4,K
Elif,Yıldız,202009484,3.97,2,61,4,K
Emre,Aydın,202009935,3.97,1,68,3,K
Zeynep,Çelik,202000604,3.97,1,83,4,E
Ayşe,Aydın,202000667,3.97,2,70,2,K
Emre,Şahin,202001160,3.97,4,69,4,E
Ali,Şahin,202001187,3.97,1,24,2,E
Ali,Aydın,202001225,3.97,4,39,2,E
Ali,Çelik,202001387,3.97,4,37,3,K
Ali,Yılmaz,202001458,3.97,4,15,2,E
Ali,Yıldız,202001821,3.97,4,72,4,E
Emre,Çelik,202002272,3.97,3,4,1,K
Emre,Şahin,202002595,3.97,2,28,2,K
Ahmet,Çelik,202003062,3.97,2,77,1,E
Elif,Öztürk,202003492,3.97,4,15,4,E
Fatma,Yılmaz,202003835,3.97,3,22,4,K
Ayşe,Yıldız,202004499,3.97,4,8,2,K
Elif,Yıldız,202004567,3.97,2,39,1,K
Emre,Yılmaz,202004994,3.97,2,40,3,E
Ahmet,Demir,202005227,3.97,4,18,4,K
Mehmet,Yılmaz,202005460,3.97,3,23,1,E
Mehmet,Kaya,202005505,3.97,4,10,3,K
Ayşe,Demir,202005656,3.97,2,9,2,E
Ahmet,Çelik,202005678,3.97,4,74,1,K
Ahmet,Kaya,202005821,3.96,1,7,2,E
Emre,Aydın,202005850,3.96,3,97,4,E
Ayşe,Çelik,202005985,3.96,1,78,4,E
Zeynep,Yılmaz,202007000,3.96,3,98,2,K
Ayşe,Yılmaz,202007146,3.96,4,39,1,E
Ayşe,Demir,202007871,3.96,1,14,3,E
Zeynep,Yıldız,202007946,3.96,4,90,4,E
Ali,Yılmaz,202008133,3.96,3,91,4,E
Elif,Kaya,202008524,3.96,3,71,1,K
Emre,Aydın,202008552,3.96,4,87,4,K
Elif,Kaya,202008810,3.96,1,15,4,K
Ayşe,Demir,202009209,3.96,1,40,2,E
Mehmet,Şahin,202009515,3.96,3,5,4,E
